423, 361
394, 344
440, 298
440, 172
578, 379
498, 459
285, 155
515, 396
21, 419
595, 316
595, 189
354, 557
503, 63
331, 109
176, 92
67, 247
38, 574
147, 419
486, 252
274, 511
394, 218
417, 540
222, 46
440, 46
130, 356
113, 201
84, 528
164, 574
434, 476
130, 264
239, 201
84, 310
596, 63
503, 189
193, 373
176, 310
486, 126
67, 28
50, 92
291, 574
211, 528
561, 442
452, 379
147, 511
532, 299
159, 29
549, 235
549, 109
452, 413
67, 155
348, 264
21, 201
498, 586
302, 310
348, 172
549, 17
348, 46
532, 332
256, 356
194, 465
101, 591
423, 396
337, 494
222, 138
84, 402
319, 373
268, 92
38, 482
273, 419
101, 465
377, 281
176, 218
561, 476
130, 138
481, 523
113, 75
67, 373
285, 29
239, 327
394, 126
222, 264
544, 539
21, 293
377, 155
469, 315
302, 218
457, 109
549, 143
486, 379
21, 511
239, 109
331, 201
159, 155
377, 63
320, 465
285, 281
394, 92
424, 235
193, 247
579, 252
561, 568
457, 235
228, 557
549, 269
515, 362
418, 413
532, 172
332, 327
193, 155
227, 465
67, 465
210, 402
515, 522
331, 235
256, 264
176, 184
285, 247
38, 356
566, 80
113, 108
424, 109
578, 505
486, 218
50, 184
130, 45
285, 63
269, 218
240, 419
578, 413
164, 482
303, 402
84, 436
257, 448
315, 46
21, 327
131, 482
371, 494
354, 465
400, 477
503, 316
96, 45
481, 556
21, 545
239, 293
544, 505
365, 327
222, 172
533, 206
101, 557
227, 591
50, 310
21, 74
113, 293
532, 459
377, 29
566, 46
348, 356
457, 17
147, 327
578, 539
96, 138
533, 80
257, 574
67, 120
590, 586
286, 373
451, 540
210, 310
440, 80
302, 92
411, 63
464, 586
101, 373
566, 172
595, 442
257, 482
498, 493
394, 252
348, 298
83, 92
67, 339
131, 574
159, 247
210, 436
118, 528
33, 29
378, 189
520, 126
503, 155
533, 46
579, 126
147, 201
147, 545
130, 448
193, 281
315, 172
411, 281
320, 557
50, 218
470, 189
84, 184
336, 402
83, 218
222, 11
114, 327
337, 528
486, 92
206, 109
239, 75
400, 510
38, 448
147, 293
193, 29
566, 206
308, 511
210, 494
193, 339
417, 447
176, 402
37, 264
435, 442
96, 12
114, 419
469, 281
130, 230
383, 448
423, 327
440, 264
486, 344
595, 350
331, 16
417, 573
549, 396
348, 138
331, 75
562, 316
470, 63
424, 17
55, 511
411, 155
291, 540
194, 557
411, 189
244, 528
68, 591
291, 448
290, 482
130, 11
498, 425
206, 201
20, 109
194, 591
159, 62
205, 75
302, 344
223, 356
239, 235
382, 390
130, 172
67, 281
164, 448
596, 97
503, 29
549, 362
55, 545
50, 57
256, 390
457, 143
159, 121
503, 281
434, 510
440, 332
595, 223
55, 419
440, 206
365, 235
84, 494
143, 92
164, 356
268, 125
469, 442
388, 557
394, 310
365, 109
371, 586
595, 281
181, 511
269, 310
130, 390
366, 419
468, 477
97, 264
595, 155
315, 264
337, 586
319, 281
273, 327
21, 385
516, 269
532, 425
583, 17
255, 172
516, 236
595, 476
314, 138
256, 46
268, 184
34, 155
514, 557
464, 493
527, 569
302, 126
177, 436
440, 138
251, 29
579, 286
361, 218
227, 373
9, 591
349, 390
485, 413
37, 138
520, 252
578, 345
222, 230
383, 540
252, 155
361, 126
209, 218
424, 143
113, 166
423, 201
320, 431
515, 430
146, 109
101, 499
285, 188
192, 63
160, 281
66, 62
101, 247
545, 413
147, 385
37, 390
378, 373
411, 29
562, 350
256, 138
21, 166
434, 568
464, 460
240, 511
50, 402
176, 57
361, 92
411, 315
285, 120
354, 522
67, 557
176, 125
469, 155
160, 373
407, 390
474, 46
252, 63
177, 528
486, 33
377, 247
303, 436
274, 545
348, 80
384, 574
566, 299
469, 349
285, 339
565, 333
528, 477
68, 499
181, 545
97, 172
331, 293
457, 269
354, 591
474, 172
395, 378
336, 436
239, 385
452, 345
417, 505
370, 528
324, 574
72, 574
595, 29
51, 436
482, 396
578, 218
591, 459
515, 488
354, 431
33, 121
84, 275
503, 97
176, 275
407, 298
545, 379
302, 184
257, 540
101, 339
193, 120
33, 247
579, 160
583, 143
473, 80
37, 46
407, 172
447, 557
113, 234
189, 46
499, 333
348, 11
163, 264
181, 419
117, 436
516, 143
100, 155
38, 230
378, 315
147, 75
164, 540
365, 201
134, 592
579, 34
163, 390
198, 574
238, 16
451, 505
457, 201
314, 12
50, 276
424, 269
194, 499
498, 551
96, 230
319, 155
531, 586
519, 34
143, 218
321, 591
176, 343
481, 430
193, 431
