21, 26
53, 35
93, 12
61, 3
73, 141
50, 118
133, 52
96, 101
124, 20
101, 60
4, 72
4, 135
27, 95
12, 58
61, 20
44, 49
84, 43
142, 101
101, 43
35, 81
70, 35
44, 3
104, 132
30, 11
133, 69
127, 109
127, 92
93, 29
119, 141
110, 29
4, 118
141, 20
58, 149
81, 109
77, 73
118, 60
18, 127
142, 37
68, 87
12, 104
35, 126
21, 72
27, 141
142, 84
119, 124
104, 149
110, 12
44, 66
87, 69
133, 6
4, 26
110, 92
96, 118
59, 87
119, 77
73, 95
70, 51
59, 103
67, 73
4, 89
136, 141
35, 35
44, 95
75, 12
27, 112
136, 124
21, 43
54, 95
61, 50
12, 12
110, 109
96, 84
81, 126
38, 26
50, 135
77, 66
13, 41
124, 37
78, 20
58, 58
58, 133
36, 111
53, 65
13, 88
30, 57
30, 42
91, 109
45, 126
22, 103
84, 60
49, 72
45, 80
119, 44
44, 20
68, 149
13, 119
36, 142
26, 49
90, 141
53, 51
67, 43
82, 93
107, 20
18, 81
13, 134
21, 88
77, 118
41, 104
78, 3
87, 52
100, 141
132, 132
61, 66
31, 72
87, 132
87, 149
115, 52
8, 49
64, 126
67, 118
53, 18
39, 11
64, 110
114, 132
113, 148
87, 86
7, 18
67, 102
105, 117
142, 4
39, 58
8, 3
26, 3
45, 110
68, 133
110, 45
54, 141
63, 81
31, 118
125, 4
137, 92
36, 64
113, 117
90, 125
105, 101
123, 101
147, 60
59, 118
110, 75
22, 57
116, 6
138, 29
127, 76
53, 80
8, 95
145, 124
70, 19
88, 20
137, 109
145, 140
7, 34
128, 60
82, 141
57, 12
70, 4
30, 27
142, 147
105, 85
128, 125
38, 42
16, 34
101, 78
133, 35
142, 118
36, 96
119, 28
79, 36
27, 66
77, 101
48, 26
102, 27
91, 93
13, 73
119, 12
102, 13
47, 11
48, 43
73, 125
16, 18
4, 43
44, 142
142, 53
115, 69
21, 119
96, 68
97, 52
79, 51
128, 44
113, 101
128, 140
84, 26
31, 135
9, 141
88, 4
9, 112
82, 77
87, 35
15, 3
75, 29
22, 10
62, 35
76, 58
30, 88
138, 12
50, 89
7, 65
100, 124
21, 134
18, 144
136, 76
124, 84
35, 18
67, 26
142, 68
133, 115
122, 148
148, 43
104, 68
107, 3
41, 133
119, 94
96, 147
71, 66
133, 86
40, 87
18, 110
5, 103
116, 35
28, 126
74, 80
93, 46
122, 117
119, 107
134, 21
132, 149
146, 77
127, 28
147, 14
111, 60
51, 149
50, 102
106, 37
113, 85
97, 35
121, 132
135, 60
144, 108
53, 5
17, 64
96, 135
53, 111
74, 110
94, 74
137, 46
127, 12
26, 20
4, 9
97, 5
110, 126
59, 74
110, 65
36, 51
6, 80
76, 134
144, 92
29, 103
94, 58
101, 34
67, 60
103, 51
5, 56
56, 28
124, 55
95, 20
13, 27
87, 104
126, 66
84, 15
75, 149
88, 115
142, 74
38, 73
93, 2
14, 49
53, 125
76, 85
28, 79
45, 34
81, 83
100, 95
46, 57
18, 98
127, 146
98, 108
56, 42
64, 144
41, 121
143, 131
24, 33
