849, 511
472, 111
205, 511
17, 433
472, 755
472, 267
472, 865
95, 511
927, 433
738, 511
472, 510
17, 543
550, 943
927, 543
550, 189
316, 511
959, 511
504, 189
127, 433
504, 677
504, 943
472, 600
472, 422
394, 943
550, 33
582, 111
127, 543
49, 511
550, 833
361, 511
472, 377
17, 589
472, 911
504, 345
582, 865
472, 976
550, 78
394, 33
771, 543
504, 833
472, 221
550, 677
550, 787
472, 709
628, 511
927, 589
504, 33
283, 543
693, 511
771, 433
504, 787
472, 156
582, 511
849, 465
173, 433
504, 299
504, 79
394, 189
173, 543
95, 465
394, 78
817, 433
205, 465
817, 543
95, 621
472, 467
582, 755
550, 299
472, 554
660, 543
394, 833
283, 433
582, 976
959, 621
582, 911
127, 589
895, 511
660, 943
849, 621
550, 345
504, 632
440, 943
582, 267
251, 511
95, 400
849, 400
959, 465
881, 433
17, 322
738, 465
660, 33
17, 479
440, 189
927, 479
394, 478
49, 621
881, 543
472, 645
660, 478
238, 543
49, 465
95, 355
959, 400
426, 111
440, 33
582, 156
238, 433
394, 787
959, 355
205, 400
127, 479
283, 479
17, 699
582, 221
550, 989
927, 322
440, 833
426, 865
628, 111
550, 143
362, 111
771, 479
316, 465
440, 79
550, 898
49, 400
660, 78
205, 621
849, 355
160, 511
173, 589
394, 989
17, 654
49, 355
440, 787
771, 589
504, 143
550, 234
817, 589
628, 865
504, 989
63, 433
803, 511
660, 433
362, 865
472, 312
504, 234
504, 898
426, 755
518, 111
518, 267
173, 479
518, 755
440, 677
518, 865
927, 654
817, 479
518, 510
394, 898
927, 699
550, 632
881, 589
362, 976
394, 143
504, 723
628, 976
63, 543
895, 465
472, 46
426, 267
550, 723
693, 465
17, 387
518, 422
706, 543
660, 189
472, 65
660, 833
283, 943
426, 911
426, 976
738, 400
582, 710
504, 390
472, 820
362, 911
628, 911
518, 600
849, 576
440, 299
283, 33
316, 111
394, 544
973, 433
895, 621
472, 801
615, 943
660, 989
127, 322
95, 576
504, 454
927, 387
205, 576
316, 976
251, 465
238, 479
17, 277
283, 589
973, 543
205, 355
394, 299
518, 467
504, 523
881, 479
784, 511
895, 400
426, 511
362, 465
615, 33
440, 345
518, 377
394, 677
127, 654
426, 156
426, 221
582, 46
518, 554
706, 433
316, 865
440, 989
992, 433
63, 589
959, 576
582, 65
238, 589
518, 911
518, 709
316, 911
738, 622
394, 234
440, 143
518, 221
518, 976
738, 576
283, 78
440, 898
95, 667
895, 355
628, 755
504, 568
959, 667
160, 465
660, 898
628, 156
849, 557
518, 157
362, 156
537, 111
127, 699
127, 387
95, 557
49, 576
615, 78
141, 511
628, 465
992, 543
615, 189
927, 277
706, 479
362, 755
973, 589
537, 865
582, 820
693, 111
537, 755
959, 732
803, 465
472, 331
660, 788
537, 267
738, 976
660, 143
615, 833
440, 234
49, 667
582, 801
693, 976
205, 557
426, 709
95, 732
283, 989
959, 557
959, 244
849, 667
615, 478
394, 722
738, 111
82, 433
17, 368
628, 221
63, 479
881, 322
582, 377
771, 33
17, 810
628, 267
173, 322
160, 621
440, 723
49, 732
316, 400
771, 943
362, 221
160, 400
17, 498
251, 400
49, 557
927, 368
927, 498
173, 654
348, 943
992, 589
95, 244
316, 576
82, 543
329, 543
518, 645
693, 865
549, 499
582, 645
693, 911
362, 267
49, 244
817, 322
660, 498
270, 511
706, 943
17, 212
394, 498
881, 654
348, 544
316, 156
817, 654
738, 911
706, 33
550, 390
348, 33
440, 632
582, 312
394, 345
973, 479
895, 576
362, 46
173, 387
283, 498
63, 322
127, 498
550, 124
784, 465
615, 787
283, 833
693, 400
738, 557
628, 46
362, 65
738, 355
537, 911
550, 742
596, 943
504, 742
615, 989
803, 400
660, 589
504, 498
550, 879
849, 732
628, 65
205, 976
550, 567
537, 976
615, 544
504, 586
771, 654
771, 498
738, 865
426, 46
817, 387
959, 290
348, 479
426, 65
95, 290
881, 699
283, 189
881, 387
127, 277
973, 322
127, 368
251, 622
17, 166
537, 221
803, 621
771, 322
693, 576
329, 943
771, 387
504, 124
472, 664
238, 33
959, 777
771, 78
283, 898
141, 465
329, 479
537, 709
537, 157
504, 879
238, 943
537, 377
725, 543
426, 377
160, 355
173, 699
205, 667
316, 46
914, 511
537, 600
596, 33
927, 810
394, 124
251, 576
329, 33
394, 878
348, 78
49, 290
504, 409
63, 654
615, 898
82, 589
550, 455
771, 989
518, 312
895, 557
849, 244
426, 820
17, 745
63, 699
173, 498
316, 65
582, 599
660, 234
536, 510
615, 143
426, 801
283, 144
95, 777
706, 589
550, 254
817, 498
706, 78
596, 189
849, 289
927, 211
992, 322
992, 479
973, 699
316, 755
895, 667
537, 422
504, 253
817, 699
205, 111
49, 777
596, 79
426, 645
582, 332
407, 511
