28, 10
148, 67
134, 139
125, 107
48, 116
148, 4
25, 93
108, 27
2, 133
131, 4
71, 76
76, 35
140, 36
2, 70
102, 147
71, 139
117, 76
19, 24
59, 18
56, 148
45, 10
10, 56
125, 44
76, 18
108, 44
79, 107
102, 84
68, 4
102, 67
94, 116
85, 4
117, 12
148, 130
56, 84
33, 124
52, 48
43, 62
93, 35
117, 59
102, 131
2, 116
94, 99
16, 125
62, 44
10, 101
19, 41
71, 93
79, 124
148, 84
125, 27
34, 62
85, 67
117, 139
88, 139
48, 70
94, 52
45, 26
34, 78
25, 139
42, 48
10, 148
39, 148
111, 116
134, 76
10, 10
19, 70
2, 87
111, 99
134, 122
29, 70
36, 25
48, 133
140, 99
148, 147
85, 84
71, 59
125, 90
25, 110
148, 21
140, 19
56, 101
52, 41
99, 12
33, 33
34, 108
11, 86
28, 40
5, 32
5, 17
134, 59
131, 67
57, 131
66, 84
20, 101
140, 52
94, 19
59, 35
20, 55
24, 47
65, 116
43, 124
11, 117
28, 26
134, 92
42, 18
20, 148
142, 107
34, 140
57, 68
125, 124
16, 79
62, 27
52, 93
75, 116
66, 147
36, 41
98, 139
11, 132
108, 107
6, 47
149, 51
62, 107
90, 27
62, 124
42, 93
39, 85
39, 101
89, 108
80, 92
139, 116
143, 123
62, 61
14, 33
88, 123
42, 77
38, 56
143, 139
43, 108
20, 85
65, 132
29, 116
126, 60
85, 20
6, 93
11, 39
112, 67
88, 92
112, 131
84, 147
98, 76
80, 76
65, 100
113, 4
112, 147
34, 93
85, 50
122, 35
126, 12
28, 55
135, 44
102, 51
119, 147
112, 84
121, 99
131, 21
42, 140
120, 115
143, 75
52, 139
103, 35
135, 107
80, 60
57, 116
117, 122
103, 100
135, 27
5, 2
117, 93
76, 53
54, 11
11, 71
13, 17
119, 131
108, 10
2, 41
94, 3
52, 76
66, 68
129, 147
77, 2
142, 91
143, 59
130, 130
23, 18
48, 100
29, 133
19, 117
90, 44
144, 12
72, 27
117, 29
130, 84
71, 43
88, 76
54, 26
2, 149
103, 19
103, 115
80, 140
6, 110
19, 132
62, 10
16, 142
57, 52
85, 130
51, 33
50, 4
37, 10
5, 63
126, 75
149, 114
25, 64
75, 99
99, 59
111, 51
149, 36
97, 123
117, 43
108, 90
123, 18
79, 43
134, 12
17, 108
94, 69
94, 133
71, 122
46, 41
140, 82
15, 62
108, 61
49, 55
7, 139
131, 50
91, 10
3, 101
68, 21
97, 92
94, 82
107, 124
121, 52
102, 3
86, 35
26, 124
74, 132
25, 77
40, 131
88, 60
72, 10
81, 12
96, 107
120, 83
110, 35
71, 110
73, 147
49, 85
28, 86
141, 3
142, 43
69, 49
112, 21
149, 100
49, 147
85, 101
34, 49
85, 40
11, 27
51, 109
126, 138
119, 67
69, 33
4, 78
76, 9
141, 27
42, 35
78, 26
31, 3
99, 30
140, 145
62, 79
101, 41
50, 124
117, 49
95, 146
63, 91
13, 48
128, 114
140, 71
51, 60
28, 100
125, 80
3, 54
20, 9
56, 58
75, 70
62, 142
21, 32
102, 121
126, 98
73, 83
31, 17
39, 119
16, 96
26, 147
139, 133
103, 138
118, 106
